sequence,timestamp_seconds,context,a1,a2,phase_radians,outcome_plus
8673,0.017346,echo,1.0,-1.0,3.141592653589793,0
8674,0.017348,echo,1.0,-1.0,3.141592653589793,0
8675,0.01735,echo,1.0,-1.0,3.141592653589793,1
8676,0.017352,echo,1.0,-1.0,3.141592653589793,1
8677,0.017353999999999998,echo,1.0,-1.0,3.141592653589793,0
8678,0.017356000000000003,echo,1.0,-1.0,3.141592653589793,0
8679,0.017358000000000002,echo,1.0,-1.0,3.141592653589793,0
8680,0.01736,echo,1.0,-1.0,3.141592653589793,0
8681,0.017362000000000002,echo,1.0,-1.0,3.141592653589793,0
8682,0.017364,echo,1.0,-1.0,3.141592653589793,0
8683,0.017366,echo,1.0,-1.0,3.141592653589793,0
8684,0.017368,echo,1.0,-1.0,3.141592653589793,0
8685,0.01737,echo,1.0,-1.0,3.141592653589793,0
8686,0.017372,echo,1.0,-1.0,3.141592653589793,0
8687,0.017373999999999997,echo,1.0,-1.0,3.141592653589793,0
8688,0.017376000000000003,echo,1.0,-1.0,3.141592653589793,0
8689,0.017378,echo,1.0,-1.0,3.141592653589793,0
8690,0.01738,echo,1.0,-1.0,3.141592653589793,0
8691,0.017382,echo,1.0,-1.0,3.141592653589793,0
8692,0.017384,echo,1.0,-1.0,3.141592653589793,0
8693,0.017386,echo,1.0,-1.0,3.141592653589793,0
8694,0.017388,echo,1.0,-1.0,3.141592653589793,0
8695,0.01739,echo,1.0,-1.0,3.141592653589793,0
8696,0.017391999999999998,echo,1.0,-1.0,3.141592653589793,0
8697,0.017394000000000003,echo,1.0,-1.0,3.141592653589793,1
8698,0.017396000000000002,echo,1.0,-1.0,3.141592653589793,0
8699,0.017398,echo,1.0,-1.0,3.141592653589793,0
8700,0.017400000000000002,echo,1.0,-1.0,3.9269908169872414,0
8701,0.017402,echo,1.0,-1.0,3.9269908169872414,0
8702,0.017404,echo,1.0,-1.0,3.9269908169872414,0
8703,0.017405999999999998,echo,1.0,-1.0,3.9269908169872414,0
8704,0.017408,echo,1.0,-1.0,3.9269908169872414,0
8705,0.017410000000000002,echo,1.0,-1.0,3.9269908169872414,0
8706,0.017412,echo,1.0,-1.0,3.9269908169872414,0
8707,0.017414000000000002,echo,1.0,-1.0,3.9269908169872414,0
8708,0.017416,echo,1.0,-1.0,3.9269908169872414,0
8709,0.017418,echo,1.0,-1.0,3.9269908169872414,0
8710,0.01742,echo,1.0,-1.0,3.9269908169872414,0
8711,0.017422,echo,1.0,-1.0,3.9269908169872414,0
8712,0.017424,echo,1.0,-1.0,3.9269908169872414,1
8713,0.017426,echo,1.0,-1.0,3.9269908169872414,0
8714,0.017428000000000003,echo,1.0,-1.0,3.9269908169872414,0
8715,0.01743,echo,1.0,-1.0,3.9269908169872414,0
8716,0.017432,echo,1.0,-1.0,3.9269908169872414,0
8717,0.017434,echo,1.0,-1.0,3.9269908169872414,0
8718,0.017436,echo,1.0,-1.0,3.9269908169872414,0
8719,0.017438,echo,1.0,-1.0,3.9269908169872414,0
8720,0.01744,echo,1.0,-1.0,3.9269908169872414,0
8721,0.017442,echo,1.0,-1.0,3.9269908169872414,1
8722,0.017443999999999998,echo,1.0,-1.0,3.9269908169872414,0
8723,0.017446000000000003,echo,1.0,-1.0,3.9269908169872414,1
8724,0.017448,echo,1.0,-1.0,3.9269908169872414,0
8725,0.01745,echo,1.0,-1.0,3.9269908169872414,0
8726,0.017452000000000002,echo,1.0,-1.0,3.9269908169872414,0
8727,0.017454,echo,1.0,-1.0,3.9269908169872414,0
8728,0.017456,echo,1.0,-1.0,3.9269908169872414,1
8729,0.017458,echo,1.0,-1.0,3.9269908169872414,0
8730,0.01746,echo,1.0,-1.0,3.9269908169872414,0
8731,0.017462,echo,1.0,-1.0,3.9269908169872414,0
8732,0.017464,echo,1.0,-1.0,3.9269908169872414,0
8733,0.017466000000000002,echo,1.0,-1.0,3.9269908169872414,1
8734,0.017468,echo,1.0,-1.0,3.9269908169872414,0
8735,0.01747,echo,1.0,-1.0,3.9269908169872414,0
8736,0.017472,echo,1.0,-1.0,3.9269908169872414,0
8737,0.017474,echo,1.0,-1.0,3.9269908169872414,0
8738,0.017476,echo,1.0,-1.0,3.9269908169872414,1
8739,0.017478,echo,1.0,-1.0,3.9269908169872414,0
8740,0.01748,echo,1.0,-1.0,3.9269908169872414,1
8741,0.017482,echo,1.0,-1.0,3.9269908169872414,0
8742,0.017484000000000003,echo,1.0,-1.0,3.9269908169872414,1
8743,0.017486,echo,1.0,-1.0,3.9269908169872414,1
8744,0.017488,echo,1.0,-1.0,3.9269908169872414,0
8745,0.017490000000000002,echo,1.0,-1.0,3.9269908169872414,0
8746,0.017492,echo,1.0,-1.0,3.9269908169872414,1
8747,0.017494,echo,1.0,-1.0,3.9269908169872414,0
8748,0.017495999999999998,echo,1.0,-1.0,3.9269908169872414,0
8749,0.017498,echo,1.0,-1.0,3.9269908169872414,0
8750,0.0175,echo,1.0,-1.0,3.9269908169872414,0
8751,0.017502,echo,1.0,-1.0,3.9269908169872414,0
8752,0.017504000000000002,echo,1.0,-1.0,3.9269908169872414,0
8753,0.017506,echo,1.0,-1.0,3.9269908169872414,1
8754,0.017508,echo,1.0,-1.0,3.9269908169872414,0
8755,0.01751,echo,1.0,-1.0,3.9269908169872414,0
8756,0.017512,echo,1.0,-1.0,3.9269908169872414,1
8757,0.017514,echo,1.0,-1.0,3.9269908169872414,1
8758,0.017516,echo,1.0,-1.0,3.9269908169872414,0
8759,0.017518000000000002,echo,1.0,-1.0,3.9269908169872414,0
8760,0.01752,echo,1.0,-1.0,3.9269908169872414,0
8761,0.017522000000000003,echo,1.0,-1.0,3.9269908169872414,0
8762,0.017524,echo,1.0,-1.0,3.9269908169872414,0
8763,0.017526,echo,1.0,-1.0,3.9269908169872414,0
8764,0.017528,echo,1.0,-1.0,3.9269908169872414,0
8765,0.01753,echo,1.0,-1.0,3.9269908169872414,1
8766,0.017532,echo,1.0,-1.0,3.9269908169872414,0
8767,0.017533999999999998,echo,1.0,-1.0,3.9269908169872414,0
8768,0.017536000000000003,echo,1.0,-1.0,3.9269908169872414,0
8769,0.017538,echo,1.0,-1.0,3.9269908169872414,0
8770,0.01754,echo,1.0,-1.0,3.9269908169872414,1
8771,0.017542000000000002,echo,1.0,-1.0,3.9269908169872414,0
8772,0.017544,echo,1.0,-1.0,3.9269908169872414,1
8773,0.017546,echo,1.0,-1.0,3.9269908169872414,0
8774,0.017548,echo,1.0,-1.0,3.9269908169872414,1
8775,0.01755,echo,1.0,-1.0,3.9269908169872414,0
8776,0.017551999999999998,echo,1.0,-1.0,3.9269908169872414,0
8777,0.017554000000000004,echo,1.0,-1.0,3.9269908169872414,0
8778,0.017556000000000002,echo,1.0,-1.0,3.9269908169872414,0
8779,0.017558,echo,1.0,-1.0,3.9269908169872414,1
8780,0.01756,echo,1.0,-1.0,3.9269908169872414,0
8781,0.017562,echo,1.0,-1.0,3.9269908169872414,0
8782,0.017564,echo,1.0,-1.0,3.9269908169872414,0
8783,0.017566,echo,1.0,-1.0,3.9269908169872414,1
8784,0.017568,echo,1.0,-1.0,3.9269908169872414,0
8785,0.01757,echo,1.0,-1.0,3.9269908169872414,0
8786,0.017572,echo,1.0,-1.0,3.9269908169872414,0
8787,0.017574000000000003,echo,1.0,-1.0,3.9269908169872414,0
8788,0.017576,echo,1.0,-1.0,3.9269908169872414,1
8789,0.017578,echo,1.0,-1.0,3.9269908169872414,0
8790,0.017580000000000002,echo,1.0,-1.0,3.9269908169872414,0
8791,0.017582,echo,1.0,-1.0,3.9269908169872414,1
8792,0.017584,echo,1.0,-1.0,3.9269908169872414,0
8793,0.017586,echo,1.0,-1.0,3.9269908169872414,0
8794,0.017588,echo,1.0,-1.0,3.9269908169872414,0
8795,0.01759,echo,1.0,-1.0,3.9269908169872414,0
8796,0.017592,echo,1.0,-1.0,3.9269908169872414,0
8797,0.017594000000000002,echo,1.0,-1.0,3.9269908169872414,0
8798,0.017596,echo,1.0,-1.0,3.9269908169872414,0
8799,0.017598,echo,1.0,-1.0,3.9269908169872414,0
8800,0.0176,echo,1.0,-1.0,3.9269908169872414,0
8801,0.017602,echo,1.0,-1.0,3.9269908169872414,0
8802,0.017603999999999998,echo,1.0,-1.0,3.9269908169872414,0
8803,0.017606,echo,1.0,-1.0,3.9269908169872414,0
8804,0.017608000000000002,echo,1.0,-1.0,3.9269908169872414,0
8805,0.01761,echo,1.0,-1.0,3.9269908169872414,0
8806,0.017612000000000003,echo,1.0,-1.0,3.9269908169872414,0
8807,0.017614,echo,1.0,-1.0,3.9269908169872414,0
8808,0.017616,echo,1.0,-1.0,3.9269908169872414,0
8809,0.017618,echo,1.0,-1.0,3.9269908169872414,0
8810,0.01762,echo,1.0,-1.0,3.9269908169872414,0
8811,0.017622,echo,1.0,-1.0,3.9269908169872414,1
8812,0.017623999999999997,echo,1.0,-1.0,3.9269908169872414,1
8813,0.017626000000000003,echo,1.0,-1.0,3.9269908169872414,0
8814,0.017628,echo,1.0,-1.0,3.9269908169872414,0
8815,0.01763,echo,1.0,-1.0,3.9269908169872414,1
8816,0.017632000000000002,echo,1.0,-1.0,3.9269908169872414,0
8817,0.017634,echo,1.0,-1.0,3.9269908169872414,0
8818,0.017636,echo,1.0,-1.0,3.9269908169872414,0
8819,0.017638,echo,1.0,-1.0,3.9269908169872414,1
8820,0.01764,echo,1.0,-1.0,3.9269908169872414,0
8821,0.017641999999999998,echo,1.0,-1.0,3.9269908169872414,0
8822,0.017644000000000003,echo,1.0,-1.0,3.9269908169872414,0
8823,0.017646000000000002,echo,1.0,-1.0,3.9269908169872414,0
8824,0.017648,echo,1.0,-1.0,3.9269908169872414,1
8825,0.017650000000000002,echo,1.0,-1.0,3.9269908169872414,1
8826,0.017652,echo,1.0,-1.0,3.9269908169872414,0
8827,0.017654,echo,1.0,-1.0,3.9269908169872414,0
8828,0.017655999999999998,echo,1.0,-1.0,3.9269908169872414,0
8829,0.017658,echo,1.0,-1.0,3.9269908169872414,1
8830,0.01766,echo,1.0,-1.0,3.9269908169872414,0
8831,0.017662,echo,1.0,-1.0,3.9269908169872414,0
8832,0.017664000000000003,echo,1.0,-1.0,3.9269908169872414,1
8833,0.017666,echo,1.0,-1.0,3.9269908169872414,1
8834,0.017668,echo,1.0,-1.0,3.9269908169872414,0
8835,0.01767,echo,1.0,-1.0,3.9269908169872414,0
8836,0.017672,echo,1.0,-1.0,3.9269908169872414,1
8837,0.017674,echo,1.0,-1.0,3.9269908169872414,0
8838,0.017676,echo,1.0,-1.0,3.9269908169872414,0
8839,0.017678,echo,1.0,-1.0,3.9269908169872414,1
8840,0.01768,echo,1.0,-1.0,3.9269908169872414,0
8841,0.017682,echo,1.0,-1.0,3.9269908169872414,0
8842,0.017684000000000002,echo,1.0,-1.0,3.9269908169872414,0
8843,0.017686,echo,1.0,-1.0,3.9269908169872414,0
8844,0.017688,echo,1.0,-1.0,3.9269908169872414,0
8845,0.01769,echo,1.0,-1.0,3.9269908169872414,1
8846,0.017692,echo,1.0,-1.0,3.9269908169872414,0
8847,0.017693999999999998,echo,1.0,-1.0,3.9269908169872414,0
8848,0.017696,echo,1.0,-1.0,3.9269908169872414,0
8849,0.017698000000000002,echo,1.0,-1.0,3.9269908169872414,1
8850,0.0177,echo,1.0,-1.0,3.9269908169872414,0
8851,0.017702000000000002,echo,1.0,-1.0,3.9269908169872414,0
8852,0.017704,echo,1.0,-1.0,3.9269908169872414,1
8853,0.017706,echo,1.0,-1.0,3.9269908169872414,1
8854,0.017708,echo,1.0,-1.0,3.9269908169872414,0
8855,0.01771,echo,1.0,-1.0,3.9269908169872414,0
8856,0.017712,echo,1.0,-1.0,3.9269908169872414,0
8857,0.017713999999999997,echo,1.0,-1.0,3.9269908169872414,0
8858,0.017716000000000003,echo,1.0,-1.0,3.9269908169872414,0
8859,0.017718,echo,1.0,-1.0,3.9269908169872414,1
8860,0.01772,echo,1.0,-1.0,3.9269908169872414,1
8861,0.017722,echo,1.0,-1.0,3.9269908169872414,0
8862,0.017724,echo,1.0,-1.0,3.9269908169872414,0
8863,0.017726,echo,1.0,-1.0,3.9269908169872414,0
8864,0.017728,echo,1.0,-1.0,3.9269908169872414,0
8865,0.01773,echo,1.0,-1.0,3.9269908169872414,0
8866,0.017731999999999998,echo,1.0,-1.0,3.9269908169872414,0
8867,0.017734000000000003,echo,1.0,-1.0,3.9269908169872414,0
8868,0.017736000000000002,echo,1.0,-1.0,3.9269908169872414,0
8869,0.017738,echo,1.0,-1.0,3.9269908169872414,0
8870,0.017740000000000002,echo,1.0,-1.0,3.9269908169872414,0
8871,0.017742,echo,1.0,-1.0,3.9269908169872414,0
8872,0.017744,echo,1.0,-1.0,3.9269908169872414,0
8873,0.017745999999999998,echo,1.0,-1.0,3.9269908169872414,0
8874,0.017748,echo,1.0,-1.0,3.9269908169872414,0
8875,0.01775,echo,1.0,-1.0,3.9269908169872414,0
8876,0.017752,echo,1.0,-1.0,3.9269908169872414,0
8877,0.017754000000000002,echo,1.0,-1.0,3.9269908169872414,0
8878,0.017756,echo,1.0,-1.0,3.9269908169872414,1
8879,0.017758,echo,1.0,-1.0,3.9269908169872414,1
8880,0.01776,echo,1.0,-1.0,3.9269908169872414,0
8881,0.017762,echo,1.0,-1.0,3.9269908169872414,0
8882,0.017764,echo,1.0,-1.0,3.9269908169872414,0
8883,0.017766,echo,1.0,-1.0,3.9269908169872414,0
8884,0.017768,echo,1.0,-1.0,3.9269908169872414,0
8885,0.01777,echo,1.0,-1.0,3.9269908169872414,1
8886,0.017772000000000003,echo,1.0,-1.0,3.9269908169872414,0
8887,0.017774,echo,1.0,-1.0,3.9269908169872414,1
8888,0.017776,echo,1.0,-1.0,3.9269908169872414,0
8889,0.017778,echo,1.0,-1.0,3.9269908169872414,0
8890,0.01778,echo,1.0,-1.0,3.9269908169872414,0
8891,0.017782,echo,1.0,-1.0,3.9269908169872414,0
8892,0.017783999999999998,echo,1.0,-1.0,3.9269908169872414,0
8893,0.017786,echo,1.0,-1.0,3.9269908169872414,0
8894,0.017788,echo,1.0,-1.0,3.9269908169872414,1
8895,0.01779,echo,1.0,-1.0,3.9269908169872414,1
8896,0.017792000000000002,echo,1.0,-1.0,3.9269908169872414,1
8897,0.017794,echo,1.0,-1.0,3.9269908169872414,0
8898,0.017796,echo,1.0,-1.0,3.9269908169872414,0
8899,0.017798,echo,1.0,-1.0,3.9269908169872414,0
8900,0.0178,echo,1.0,-1.0,3.9269908169872414,0
8901,0.017802,echo,1.0,-1.0,3.9269908169872414,1
8902,0.017804,echo,1.0,-1.0,3.9269908169872414,0
8903,0.017806000000000002,echo,1.0,-1.0,3.9269908169872414,0
8904,0.017808,echo,1.0,-1.0,3.9269908169872414,0
8905,0.01781,echo,1.0,-1.0,3.9269908169872414,0
8906,0.017812,echo,1.0,-1.0,3.9269908169872414,0
8907,0.017814,echo,1.0,-1.0,3.9269908169872414,0
8908,0.017816,echo,1.0,-1.0,3.9269908169872414,0
8909,0.017818,echo,1.0,-1.0,3.9269908169872414,0
8910,0.01782,echo,1.0,-1.0,3.9269908169872414,0
8911,0.017821999999999998,echo,1.0,-1.0,3.9269908169872414,0
8912,0.017824000000000003,echo,1.0,-1.0,3.9269908169872414,1
8913,0.017826,echo,1.0,-1.0,3.9269908169872414,0
8914,0.017828,echo,1.0,-1.0,3.9269908169872414,0
8915,0.017830000000000002,echo,1.0,-1.0,3.9269908169872414,1
8916,0.017832,echo,1.0,-1.0,3.9269908169872414,0
8917,0.017834,echo,1.0,-1.0,3.9269908169872414,1
8918,0.017836,echo,1.0,-1.0,3.9269908169872414,1
8919,0.017838,echo,1.0,-1.0,3.9269908169872414,1
8920,0.017839999999999998,echo,1.0,-1.0,3.9269908169872414,0
8921,0.017842,echo,1.0,-1.0,3.9269908169872414,0
8922,0.017844000000000002,echo,1.0,-1.0,3.9269908169872414,0
8923,0.017846,echo,1.0,-1.0,3.9269908169872414,1
8924,0.017848,echo,1.0,-1.0,3.9269908169872414,0
8925,0.01785,echo,1.0,-1.0,3.9269908169872414,0
8926,0.017852,echo,1.0,-1.0,3.9269908169872414,0
8927,0.017854,echo,1.0,-1.0,3.9269908169872414,0
8928,0.017856,echo,1.0,-1.0,3.9269908169872414,0
8929,0.017858,echo,1.0,-1.0,3.9269908169872414,0
8930,0.01786,echo,1.0,-1.0,3.9269908169872414,0
8931,0.017862000000000003,echo,1.0,-1.0,3.9269908169872414,0
8932,0.017864,echo,1.0,-1.0,3.9269908169872414,0
8933,0.017866,echo,1.0,-1.0,3.9269908169872414,0
8934,0.017868000000000002,echo,1.0,-1.0,3.9269908169872414,1
8935,0.01787,echo,1.0,-1.0,3.9269908169872414,0
8936,0.017872,echo,1.0,-1.0,3.9269908169872414,0
8937,0.017873999999999998,echo,1.0,-1.0,3.9269908169872414,0
8938,0.017876,echo,1.0,-1.0,3.9269908169872414,0
8939,0.017878,echo,1.0,-1.0,3.9269908169872414,1
8940,0.01788,echo,1.0,-1.0,3.9269908169872414,1
8941,0.017882000000000002,echo,1.0,-1.0,3.9269908169872414,0
8942,0.017884,echo,1.0,-1.0,3.9269908169872414,0
8943,0.017886,echo,1.0,-1.0,3.9269908169872414,0
8944,0.017888,echo,1.0,-1.0,3.9269908169872414,0
8945,0.01789,echo,1.0,-1.0,3.9269908169872414,1
8946,0.017891999999999998,echo,1.0,-1.0,3.9269908169872414,1
8947,0.017894,echo,1.0,-1.0,3.9269908169872414,0
8948,0.017896000000000002,echo,1.0,-1.0,3.9269908169872414,0
8949,0.017898,echo,1.0,-1.0,3.9269908169872414,0
8950,0.017900000000000003,echo,1.0,-1.0,3.9269908169872414,0
8951,0.017902,echo,1.0,-1.0,3.9269908169872414,1
8952,0.017904,echo,1.0,-1.0,3.9269908169872414,0
8953,0.017906,echo,1.0,-1.0,3.9269908169872414,0
8954,0.017908,echo,1.0,-1.0,3.9269908169872414,0
8955,0.01791,echo,1.0,-1.0,3.9269908169872414,1
8956,0.017911999999999997,echo,1.0,-1.0,3.9269908169872414,0
8957,0.017914000000000003,echo,1.0,-1.0,3.9269908169872414,0
8958,0.017916,echo,1.0,-1.0,3.9269908169872414,0
8959,0.017918,echo,1.0,-1.0,3.9269908169872414,0
8960,0.017920000000000002,echo,1.0,-1.0,3.9269908169872414,0
8961,0.017922,echo,1.0,-1.0,3.9269908169872414,1
8962,0.017924,echo,1.0,-1.0,3.9269908169872414,0
8963,0.017926,echo,1.0,-1.0,3.9269908169872414,0
8964,0.017928,echo,1.0,-1.0,3.9269908169872414,0
8965,0.017929999999999998,echo,1.0,-1.0,3.9269908169872414,0
8966,0.017932,echo,1.0,-1.0,3.9269908169872414,0
8967,0.017934000000000002,echo,1.0,-1.0,3.9269908169872414,0
8968,0.017936,echo,1.0,-1.0,3.9269908169872414,0
8969,0.017938,echo,1.0,-1.0,3.9269908169872414,0
8970,0.01794,echo,1.0,-1.0,3.9269908169872414,0
8971,0.017942,echo,1.0,-1.0,3.9269908169872414,0
8972,0.017943999999999998,echo,1.0,-1.0,3.9269908169872414,0
8973,0.017946,echo,1.0,-1.0,3.9269908169872414,0
8974,0.017948,echo,1.0,-1.0,3.9269908169872414,0
8975,0.01795,echo,1.0,-1.0,3.9269908169872414,0
8976,0.017952000000000003,echo,1.0,-1.0,3.9269908169872414,1
8977,0.017954,echo,1.0,-1.0,3.9269908169872414,1
8978,0.017956,echo,1.0,-1.0,3.9269908169872414,0
8979,0.017958000000000002,echo,1.0,-1.0,3.9269908169872414,0
8980,0.01796,echo,1.0,-1.0,3.9269908169872414,0
8981,0.017962,echo,1.0,-1.0,3.9269908169872414,0
8982,0.017963999999999997,echo,1.0,-1.0,3.9269908169872414,0
8983,0.017966000000000003,echo,1.0,-1.0,3.9269908169872414,0
8984,0.017968,echo,1.0,-1.0,3.9269908169872414,0
8985,0.01797,echo,1.0,-1.0,3.9269908169872414,1
8986,0.017972000000000002,echo,1.0,-1.0,3.9269908169872414,0
8987,0.017974,echo,1.0,-1.0,3.9269908169872414,1
8988,0.017976,echo,1.0,-1.0,3.9269908169872414,0
8989,0.017978,echo,1.0,-1.0,3.9269908169872414,0
8990,0.01798,echo,1.0,-1.0,3.9269908169872414,1
8991,0.017981999999999998,echo,1.0,-1.0,3.9269908169872414,1
8992,0.017984000000000003,echo,1.0,-1.0,3.9269908169872414,0
8993,0.017986000000000002,echo,1.0,-1.0,3.9269908169872414,0
8994,0.017988,echo,1.0,-1.0,3.9269908169872414,0
8995,0.017990000000000003,echo,1.0,-1.0,3.9269908169872414,0
8996,0.017992,echo,1.0,-1.0,3.9269908169872414,0
8997,0.017994,echo,1.0,-1.0,3.9269908169872414,0
8998,0.017995999999999998,echo,1.0,-1.0,3.9269908169872414,1
8999,0.017998,echo,1.0,-1.0,3.9269908169872414,0
9000,0.018,echo,1.0,-1.0,4.71238898038469,1
9001,0.018001999999999997,echo,1.0,-1.0,4.71238898038469,0
9002,0.018004000000000003,echo,1.0,-1.0,4.71238898038469,0
9003,0.018006,echo,1.0,-1.0,4.71238898038469,0
9004,0.018008,echo,1.0,-1.0,4.71238898038469,0
9005,0.01801,echo,1.0,-1.0,4.71238898038469,0
9006,0.018012,echo,1.0,-1.0,4.71238898038469,1
9007,0.018014,echo,1.0,-1.0,4.71238898038469,1
9008,0.018016,echo,1.0,-1.0,4.71238898038469,0
9009,0.018018,echo,1.0,-1.0,4.71238898038469,0
9010,0.01802,echo,1.0,-1.0,4.71238898038469,0
9011,0.018022000000000003,echo,1.0,-1.0,4.71238898038469,1
9012,0.018024000000000002,echo,1.0,-1.0,4.71238898038469,1
9013,0.018026,echo,1.0,-1.0,4.71238898038469,0
9014,0.018028,echo,1.0,-1.0,4.71238898038469,1
9015,0.01803,echo,1.0,-1.0,4.71238898038469,1
9016,0.018032,echo,1.0,-1.0,4.71238898038469,0
9017,0.018033999999999998,echo,1.0,-1.0,4.71238898038469,1
9018,0.018036,echo,1.0,-1.0,4.71238898038469,1
9019,0.018038000000000002,echo,1.0,-1.0,4.71238898038469,0
9020,0.01804,echo,1.0,-1.0,4.71238898038469,0
9021,0.018042000000000002,echo,1.0,-1.0,4.71238898038469,1
9022,0.018044,echo,1.0,-1.0,4.71238898038469,0
9023,0.018046,echo,1.0,-1.0,4.71238898038469,1
9024,0.018048,echo,1.0,-1.0,4.71238898038469,0
9025,0.01805,echo,1.0,-1.0,4.71238898038469,0
9026,0.018052,echo,1.0,-1.0,4.71238898038469,0
9027,0.018054,echo,1.0,-1.0,4.71238898038469,1
9028,0.018056000000000003,echo,1.0,-1.0,4.71238898038469,1
9029,0.018058,echo,1.0,-1.0,4.71238898038469,1
9030,0.01806,echo,1.0,-1.0,4.71238898038469,1
9031,0.018062,echo,1.0,-1.0,4.71238898038469,0
9032,0.018064,echo,1.0,-1.0,4.71238898038469,0
9033,0.018066,echo,1.0,-1.0,4.71238898038469,0
9034,0.018068,echo,1.0,-1.0,4.71238898038469,0
9035,0.01807,echo,1.0,-1.0,4.71238898038469,1
9036,0.018071999999999998,echo,1.0,-1.0,4.71238898038469,0
9037,0.018074000000000003,echo,1.0,-1.0,4.71238898038469,1
9038,0.018076000000000002,echo,1.0,-1.0,4.71238898038469,0
9039,0.018078,echo,1.0,-1.0,4.71238898038469,1
9040,0.018080000000000002,echo,1.0,-1.0,4.71238898038469,1
9041,0.018082,echo,1.0,-1.0,4.71238898038469,1
9042,0.018084,echo,1.0,-1.0,4.71238898038469,1
9043,0.018086,echo,1.0,-1.0,4.71238898038469,1
9044,0.018088,echo,1.0,-1.0,4.71238898038469,1
9045,0.01809,echo,1.0,-1.0,4.71238898038469,0
9046,0.018092,echo,1.0,-1.0,4.71238898038469,0
9047,0.018094000000000002,echo,1.0,-1.0,4.71238898038469,1
9048,0.018096,echo,1.0,-1.0,4.71238898038469,1
9049,0.018098,echo,1.0,-1.0,4.71238898038469,1
9050,0.0181,echo,1.0,-1.0,4.71238898038469,0
9051,0.018102,echo,1.0,-1.0,4.71238898038469,0
9052,0.018104,echo,1.0,-1.0,4.71238898038469,0
9053,0.018106,echo,1.0,-1.0,4.71238898038469,1
9054,0.018108,echo,1.0,-1.0,4.71238898038469,0
9055,0.01811,echo,1.0,-1.0,4.71238898038469,0
9056,0.018112000000000003,echo,1.0,-1.0,4.71238898038469,1
9057,0.018114,echo,1.0,-1.0,4.71238898038469,0
9058,0.018116,echo,1.0,-1.0,4.71238898038469,0
9059,0.018118000000000002,echo,1.0,-1.0,4.71238898038469,0
9060,0.01812,echo,1.0,-1.0,4.71238898038469,0
9061,0.018122,echo,1.0,-1.0,4.71238898038469,0
9062,0.018123999999999998,echo,1.0,-1.0,4.71238898038469,0
9063,0.018126,echo,1.0,-1.0,4.71238898038469,1
9064,0.018128000000000002,echo,1.0,-1.0,4.71238898038469,0
9065,0.01813,echo,1.0,-1.0,4.71238898038469,1
9066,0.018132000000000002,echo,1.0,-1.0,4.71238898038469,0
9067,0.018134,echo,1.0,-1.0,4.71238898038469,1
9068,0.018136,echo,1.0,-1.0,4.71238898038469,0
9069,0.018138,echo,1.0,-1.0,4.71238898038469,0
9070,0.01814,echo,1.0,-1.0,4.71238898038469,1
9071,0.018142,echo,1.0,-1.0,4.71238898038469,1
9072,0.018144,echo,1.0,-1.0,4.71238898038469,1
9073,0.018146000000000002,echo,1.0,-1.0,4.71238898038469,1
9074,0.018148,echo,1.0,-1.0,4.71238898038469,1
9075,0.018150000000000003,echo,1.0,-1.0,4.71238898038469,1
9076,0.018152,echo,1.0,-1.0,4.71238898038469,1
9077,0.018154,echo,1.0,-1.0,4.71238898038469,0
9078,0.018156,echo,1.0,-1.0,4.71238898038469,0
9079,0.018158,echo,1.0,-1.0,4.71238898038469,0
9080,0.01816,echo,1.0,-1.0,4.71238898038469,0
9081,0.018161999999999998,echo,1.0,-1.0,4.71238898038469,1
9082,0.018164000000000003,echo,1.0,-1.0,4.71238898038469,0
9083,0.018166,echo,1.0,-1.0,4.71238898038469,1
9084,0.018168,echo,1.0,-1.0,4.71238898038469,0
9085,0.018170000000000002,echo,1.0,-1.0,4.71238898038469,1
9086,0.018172,echo,1.0,-1.0,4.71238898038469,0
9087,0.018174,echo,1.0,-1.0,4.71238898038469,1
9088,0.018176,echo,1.0,-1.0,4.71238898038469,0
9089,0.018178,echo,1.0,-1.0,4.71238898038469,1
9090,0.018179999999999998,echo,1.0,-1.0,4.71238898038469,0
9091,0.018182,echo,1.0,-1.0,4.71238898038469,0
9092,0.018184000000000002,echo,1.0,-1.0,4.71238898038469,0
9093,0.018186,echo,1.0,-1.0,4.71238898038469,1
9094,0.018188,echo,1.0,-1.0,4.71238898038469,0
9095,0.01819,echo,1.0,-1.0,4.71238898038469,1
9096,0.018192,echo,1.0,-1.0,4.71238898038469,1
9097,0.018194,echo,1.0,-1.0,4.71238898038469,1
9098,0.018196,echo,1.0,-1.0,4.71238898038469,1
9099,0.018198,echo,1.0,-1.0,4.71238898038469,1
9100,0.0182,echo,1.0,-1.0,4.71238898038469,1
9101,0.018202000000000003,echo,1.0,-1.0,4.71238898038469,0
9102,0.018204,echo,1.0,-1.0,4.71238898038469,0
9103,0.018206,echo,1.0,-1.0,4.71238898038469,1
9104,0.018208000000000002,echo,1.0,-1.0,4.71238898038469,1
9105,0.01821,echo,1.0,-1.0,4.71238898038469,0
9106,0.018212,echo,1.0,-1.0,4.71238898038469,0
9107,0.018213999999999998,echo,1.0,-1.0,4.71238898038469,1
9108,0.018216,echo,1.0,-1.0,4.71238898038469,1
9109,0.018218,echo,1.0,-1.0,4.71238898038469,1
9110,0.01822,echo,1.0,-1.0,4.71238898038469,1
9111,0.018222000000000002,echo,1.0,-1.0,4.71238898038469,1
